ID,Produto,Categoria,Preço,Quantidade,Data
2985b8a8-1eca-4795-9ce5-3bdec047e50f,Samsung Galaxy S23,Smartphones,4269,18,26/05/2023
b4fd9698-2f58-424c-83b3-446225e4edc1,Fone de Ouvido JBL,Áudio,361,19,13/01/2023
06d70aca-f207-48ee-a8ec-addc5093f8c7,Câmera Canon,Fotografia,8948,8,21/06/2023
6283ab7c-8d9d-4117-ae1d-31039b56915a,MacBook Air,Laptops,11779,20,03/02/2023
db1e6ba9-5a9a-432c-8995-94bd72e8a302,Samsung Galaxy S23,Smartphones,4496,15,27/12/2023
150b9872-ec67-4123-9692-bc58d49e27c2,Smart TV LG 4K 55'',Eletrônicos,2529,11,02/01/2023
5a38de6d-a06d-4537-92a7-446fb1a22bfe,Mouse Razer,Acessórios,455,4,28/10/2023
6a908499-c3b5-4b9d-b59d-abddec4be30f,Caixa de Som JBL,Áudio,1517,4,08/04/2023
54dd6d1c-f0be-459d-8c76-796ab20e9cd3,Samsung Galaxy S23,Smartphones,4439,18,02/03/2023
d51fff05-1ba3-41af-9b0e-ab8574e09f97,Smart TV LG 4K 55'',Eletrônicos,2765,18,14/01/2023
57438a83-908c-4db9-8c84-023ebe47962c,MacBook Air,Laptops,10648,6,28/06/2023
839ee8ea-0c25-476d-8ce2-fd1223818a84,Smart TV LG 4K 55'',Eletrônicos,2903,19,15/06/2023
000e94f2-840c-494a-bfe2-9e6a82ea6e01,Mouse Razer,Acessórios,465,9,29/01/2023
31b14b01-7402-4ed5-bff1-b06ced5b9087,Smart TV LG 4K 55'',Eletrônicos,2732,13,28/12/2023
7dd663ef-8644-42aa-9267-ada9b4e07af6,Smart TV LG 4K 55'',Eletrônicos,2898,8,03/12/2023
7c3911c4-95b1-4286-a9ca-003e8e2e56c2,Mouse Razer,Acessórios,494,4,24/06/2023
578a5054-84ce-46f3-b595-0dc8ea629933,MacBook Air,Laptops,11631,16,09/05/2023
81a8f8d8-b6cd-4099-b994-fce92a267584,Fone de Ouvido JBL,Áudio,335,13,30/12/2023
4845b2ff-0121-4c7c-b659-e5badb39dfe7,Notebook Dell,Laptops,4782,7,07/02/2023
7c6cae98-ca5c-4389-884e-41cbd7ab67de,Teclado Mecânico Razer,Acessórios,543,16,28/07/2023
403b71ad-278f-4ac0-8f78-e18fe7f27ba0,MacBook Air,Laptops,11626,18,31/03/2023
4a21fcb3-eae4-440c-8d93-ba86995daa88,Caixa de Som JBL,Áudio,1553,3,30/10/2023
027029d8-202e-411b-b2f8-7e2839748314,iPhone 14 Pro,Smartphones,7429,14,03/07/2023
e43a0129-c9d1-462e-a06c-7c3901fc44a8,Teclado Mecânico Razer,Acessórios,648,12,23/11/2023
15ca6e41-9624-4f9b-b9e3-d140452fe257,Mouse Razer,Acessórios,437,17,17/04/2023
a17063e1-930a-4ebb-a77e-9abcc373e838,Câmera Canon,Fotografia,8005,15,02/03/2023
a26c7608-db1f-44cb-83c1-9efc6a5f095e,Câmera Canon,Fotografia,8505,5,12/05/2023
925206f3-454a-412c-b57e-86baf6df5ba7,Fone de Ouvido JBL,Áudio,334,1,11/06/2023
69c79f3f-1401-4a64-8f90-39276c2b2cec,Caixa de Som JBL,Áudio,1870,14,01/05/2023
7fcfe81b-9516-4f02-8390-5188e6dae0e5,iPhone 14 Pro,Smartphones,7520,6,03/09/2023
440ee531-0bb6-4648-88a8-1511e8c2778c,Teclado Mecânico Razer,Acessórios,528,8,18/10/2023
c14dfe2d-7153-4447-bc27-0d9aca8e2cea,iPhone 14 Pro,Smartphones,7409,10,18/05/2023
e8ac9881-8e9b-4335-be60-11558be2a01d,Câmera Sony,Fotografia,6715,12,20/01/2023
921ef1e0-da1e-4017-a3d7-019889706382,Smart TV LG 4K 55'',Eletrônicos,2557,11,11/11/2023
3f2e9f85-bff8-4450-9af9-01de4f46cda7,iPhone 14 Pro,Smartphones,7615,13,06/06/2023
189be999-64d3-4e71-9e56-2383260aaca7,Câmera Canon,Fotografia,8432,6,29/11/2023
bceb4137-eb2a-47e6-a05e-8357e7e58c8c,MacBook Air,Laptops,11567,12,14/08/2023
8d23326c-745d-480f-a7ac-d372fee136b3,Smart TV LG 4K 55'',Eletrônicos,2605,15,25/12/2023
31d444df-51b4-449f-b50d-cd7906d1c2ff,Caixa de Som JBL,Áudio,1545,18,19/10/2023
fdbbbae0-2d47-4357-b57a-ce05d35242fc,Teclado Mecânico Razer,Acessórios,619,14,14/12/2023
99628423-033a-4fed-bcb4-5a9a634d4168,iPhone 14 Pro,Smartphones,7570,7,06/10/2023
e4fec982-532e-4fb5-b77d-c2134f4a3e0b,Teclado Mecânico Razer,Acessórios,521,5,19/08/2023
dd651477-d5b5-4c96-b6bd-7f6e9a281e40,Notebook Dell,Laptops,4866,18,31/12/2023
9e5f381f-0a34-4dd8-82b6-764dada7156c,Samsung Galaxy S23,Smartphones,4042,5,07/04/2023
c39d036c-a1f3-44fd-9609-cbb4f9e7ede8,Smart TV LG 4K 55'',Eletrônicos,2925,3,08/12/2023
fbc12827-d9de-4736-b013-05b6a3f4e21c,Teclado Mecânico Razer,Acessórios,626,12,15/11/2023
45dd47a2-589f-4896-bf45-8fb55cf0153a,Smart TV LG 4K 55'',Eletrônicos,2763,15,25/12/2023
99543b5d-cd6b-4dd8-b354-ea32a250975c,Smart TV LG 4K 55'',Eletrônicos,2693,14,01/08/2023
0f4afe1e-93c0-42e2-bea4-29a4267291b0,Notebook Dell,Laptops,4988,13,26/09/2023
f645d30a-d137-40ba-a146-0bca7b6ace4f,Fone de Ouvido JBL,Áudio,318,14,19/01/2023
17393236-4f14-4c20-8c35-4e704eb57a15,Fone de Ouvido JBL,Áudio,316,15,22/11/2023
61d1c235-8de2-46bd-97ac-b6e91109c08c,MacBook Air,Laptops,11252,8,15/10/2023
04ead872-2776-4b75-b195-288f63f24af4,Mouse Razer,Acessórios,453,14,26/09/2023
ff50b149-ccf4-4d8b-9a38-b33d1944ea93,Mouse Razer,Acessórios,467,13,15/09/2023
57801812-3f3f-4cc9-935d-6e29fbd3d707,Fone de Ouvido JBL,Áudio,331,10,26/07/2023
ff992deb-8ce2-41c8-a494-b12c4920a778,Samsung Galaxy S23,Smartphones,4488,10,20/06/2023
728797cf-9d17-4d3c-b1cd-bd769625fd22,Caixa de Som JBL,Áudio,1722,5,09/01/2023
9eb61209-ddbf-44ac-9e8b-475a555eaa45,Câmera Canon,Fotografia,8193,7,14/11/2023
3d5e60a8-0e49-43ee-acff-16f302af0aa4,Notebook Dell,Laptops,4556,16,03/02/2023
b13ceab5-cd3b-4a6d-b4aa-aec3a6c12686,Fone de Ouvido JBL,Áudio,316,12,15/10/2023
31ca7e4a-8f37-4f09-9405-ef00a4bcbc25,Câmera Canon,Fotografia,8587,10,13/01/2023
121e6d5f-d30a-4602-b0fb-65546c71072d,Teclado Mecânico Razer,Acessórios,588,12,20/03/2023
f253168b-b933-4431-8152-8c9ca7ec14f1,Smart TV LG 4K 55'',Eletrônicos,2981,4,22/11/2023
53e81350-e41a-47dc-9d99-7097e856d51c,Câmera Canon,Fotografia,8948,13,05/02/2023
e36e0e30-a3a5-45c7-b2a8-3679520ec60e,Mouse Razer,Acessórios,490,6,19/07/2023
de58d89d-8e55-48f7-a0eb-19a3b3f13855,Smart TV LG 4K 55'',Eletrônicos,2746,3,27/02/2023
e5ae057f-ffb4-45f2-83ad-ef9d3ee0e353,Câmera Sony,Fotografia,6545,15,24/05/2023
71ad6265-f0a1-4bd9-9849-affc4e73aa10,Câmera Sony,Fotografia,6748,4,15/10/2023
d6b370db-8a71-4578-80b5-8a28a4d58fe3,Notebook Dell,Laptops,4082,15,12/04/2023
ce83667a-1e8f-4ab3-895b-4fe60a9fb2aa,Câmera Sony,Fotografia,6602,1,09/01/2023
ef817535-dc97-4cb0-be3a-9daa883c2337,Caixa de Som JBL,Áudio,1802,7,20/07/2023
82f893e4-5b4e-43b2-9847-53cf86e4b4dd,Samsung Galaxy S23,Smartphones,4189,14,26/11/2023
25bcaaa6-fdef-460e-b3fd-ef3c32bec2f1,Câmera Canon,Fotografia,8033,7,21/07/2023
53a10a18-f0f4-4358-aeb9-1b1b574c79fd,Mouse Razer,Acessórios,495,2,27/11/2023
8a91b756-b4c3-4832-a666-6c5369f4af6d,iPhone 14 Pro,Smartphones,7765,12,02/05/2023
a7a0deeb-16a9-4df0-a2a2-6f5c819e6f9c,Teclado Mecânico Razer,Acessórios,551,9,13/02/2023
1357f4a0-80de-420f-aeb7-a6a86544690f,MacBook Air,Laptops,10094,15,28/11/2023
225f8e6e-de55-451c-9820-cd05fe8c3c5d,Smart TV LG 4K 55'',Eletrônicos,2978,8,28/04/2023
57b38faf-86a6-4b47-b819-d2f8c8fb6abb,Teclado Mecânico Razer,Acessórios,625,13,05/11/2023
64dfba02-00e5-4fd5-9642-3e6caf2497af,Samsung Galaxy S23,Smartphones,4177,13,13/03/2023
b3044ed8-e7dc-4c6f-8b73-78030c24c703,Fone de Ouvido JBL,Áudio,360,9,02/01/2023
b6db0c5e-ce60-440d-864e-de79173b626a,Smart TV LG 4K 55'',Eletrônicos,2565,10,20/10/2023
b3d7b781-5ff7-4990-9542-70a6cdbb3e06,Samsung Galaxy S23,Smartphones,4329,2,17/01/2023
a9021a5c-81a6-488a-85be-7c51e073451b,Caixa de Som JBL,Áudio,1889,16,02/02/2023
a9c70012-5a60-4b6b-a9bd-bd03b800dcd5,Smart TV LG 4K 55'',Eletrônicos,2794,17,09/11/2023
37a83abe-db06-42f8-a6d5-bd16484cd5a6,Notebook Dell,Laptops,4853,4,12/01/2023
d8ebd20d-f24d-46f5-9d50-987171af6251,Teclado Mecânico Razer,Acessórios,691,15,30/01/2023
be491d71-ec1a-4dbb-b4e4-eed13c9c5cf1,Câmera Sony,Fotografia,6235,5,19/05/2023
f92bc7b5-df3b-42a1-9b45-25cadf984801,Mouse Razer,Acessórios,499,10,26/04/2023
b4d0ce26-668d-44bb-8828-2c2edec114a3,Fone de Ouvido JBL,Áudio,362,8,14/08/2023
3772f569-9ed0-419d-8775-6dee561a833e,Samsung Galaxy S23,Smartphones,4111,16,10/05/2023
0ae558ce-9fd8-4b18-8172-131b2f5a15c6,MacBook Air,Laptops,11002,4,20/03/2023
6170dcd4-b36d-4cc5-868a-9703346f2306,Fone de Ouvido JBL,Áudio,340,20,06/05/2023
5b12ebe5-ed0f-4db4-a9d9-d899adf8378f,Fone de Ouvido JBL,Áudio,368,15,25/06/2023
9c247afa-4b82-4163-8d48-a61406ced12c,MacBook Air,Laptops,11561,16,19/09/2023
cd507cc9-442f-492f-b710-02927fe9ccb7,Câmera Canon,Fotografia,8442,7,25/02/2023
a3577af2-15f4-44f6-ba46-908b40919450,MacBook Air,Laptops,11594,4,22/01/2023
c7ec18d6-0df3-4638-8b25-52988c851fad,Smart TV LG 4K 55'',Eletrônicos,2751,19,27/06/2023
a7983a8d-e2f9-4621-a4de-04e130962d24,iPhone 14 Pro,Smartphones,7201,20,02/12/2023
4ba25944-6c8b-46eb-aa9f-1b72832b047c,MacBook Air,Laptops,10928,4,12/01/2023
1b5d46a1-a3af-4906-87a3-44e4a8ba6cd8,Caixa de Som JBL,Áudio,1608,9,07/12/2023
f048706b-8109-48f2-a6e3-f034fca32272,Smart TV LG 4K 55'',Eletrônicos,2900,12,22/03/2023
2b1b1708-878a-4a38-93eb-7267dc31a9bb,Samsung Galaxy S23,Smartphones,4114,11,11/11/2023
d8c7262c-816f-4e6b-bb45-f6cdefc8580f,Teclado Mecânico Razer,Acessórios,664,4,15/05/2023
7f068c9d-7a69-4fb9-9646-824b4beccacb,Caixa de Som JBL,Áudio,1587,16,29/06/2023
9dd41d17-78a6-4e73-a586-a3b9f4d08b85,Caixa de Som JBL,Áudio,1826,9,28/02/2023
c808af16-38fe-46a9-9b53-594e336ddffc,Câmera Sony,Fotografia,6396,6,04/02/2023
7a3933ff-ec32-42eb-8cac-d3b5ca659959,Câmera Sony,Fotografia,6677,5,24/11/2023
404d96f5-ca94-4dc0-8ff2-400b2211c00b,Notebook Dell,Laptops,4043,19,10/09/2023
9b52cf2c-489f-4881-b60e-18fcc2862c8f,MacBook Air,Laptops,10923,6,26/11/2023
1683f871-904b-48d8-9d2c-ddbdc075b3f1,Samsung Galaxy S23,Smartphones,4306,16,23/07/2023
c89a7060-c697-4b12-9d51-19867a1f23cc,iPhone 14 Pro,Smartphones,7449,16,09/01/2023
6d811d36-e8b4-4f52-829e-55672cb7041d,Fone de Ouvido JBL,Áudio,379,1,11/08/2023
c0251c79-c5d3-41ca-aa72-70015536fa89,Notebook Dell,Laptops,4804,4,01/03/2023
acefd6d7-3e00-4775-b042-a2897d7a925b,Fone de Ouvido JBL,Áudio,389,5,28/04/2023
0ee05b30-a5e4-49db-a20d-36196801cea2,MacBook Air,Laptops,10865,19,11/01/2023
6bf5d7b1-88bc-4d3a-93f5-54d90a2c84b9,Câmera Canon,Fotografia,8086,10,11/01/2023
954e8ac6-3602-466e-b346-f9c037b6d001,MacBook Air,Laptops,11618,10,13/03/2023
2e1b8742-70c4-460f-a2f5-bb28abb71139,Smart TV LG 4K 55'',Eletrônicos,2974,19,05/05/2023
798dbdc9-df92-4e88-a958-af30ee39384d,Smart TV LG 4K 55'',Eletrônicos,2876,4,09/05/2023
f74b12d6-dfbd-423e-8231-729e39c7547a,Mouse Razer,Acessórios,422,15,16/05/2023
13a1a355-c840-4387-8f00-c96347d860b3,Smart TV LG 4K 55'',Eletrônicos,2819,4,02/04/2023
b07de2a8-5b25-4bcc-a7c5-a2884dc379f9,Câmera Canon,Fotografia,8119,9,23/03/2023
eca37bd3-1fd2-4f34-8f87-0300889b18c9,Notebook Dell,Laptops,4944,18,12/12/2023
464b57a5-aafd-4cbb-a991-c4287a097a32,Teclado Mecânico Razer,Acessórios,665,17,12/05/2023
06fc2a3a-efa7-4a4d-9dd3-bd64dfcd69c9,iPhone 14 Pro,Smartphones,7785,4,17/01/2023
adefa49d-c2fa-4f1f-aa59-7edfebba036e,iPhone 14 Pro,Smartphones,7344,17,18/01/2023
0edeb47b-474b-4cab-980b-b2cf47d7d39d,Samsung Galaxy S23,Smartphones,4257,16,28/08/2023
8b9ec2d0-73fd-4b1e-9d31-b6ac2a19bddc,Notebook Dell,Laptops,4945,7,26/11/2023
6cf89897-9721-454f-83af-3d8453231da0,Câmera Canon,Fotografia,8321,17,07/09/2023
13fbf3d0-59ec-4368-bd7f-422fbe7918d7,Fone de Ouvido JBL,Áudio,359,8,05/07/2023
ffd92c30-6283-4ac8-877c-9887b4263890,Câmera Canon,Fotografia,8858,1,20/06/2023
15860ae1-cc60-4232-b055-5d6e0489a3bf,iPhone 14 Pro,Smartphones,7341,17,07/05/2023
71d5eb42-7a5a-49f5-8ccb-28d7d1f432cb,Câmera Canon,Fotografia,8847,14,09/11/2023
7e348dbd-2186-485b-8db8-41d4c8f10562,Teclado Mecânico Razer,Acessórios,680,4,22/11/2023
b9a7ee6f-bb22-4240-87e5-f196c6ffe06f,Notebook Dell,Laptops,4771,8,03/10/2023
611bcc43-cc61-47ec-bd85-26000e75f14d,Caixa de Som JBL,Áudio,1851,13,12/05/2023
407ffdd5-c93e-4a7a-8298-f1ac2a637f48,iPhone 14 Pro,Smartphones,7515,15,04/12/2023
afe45291-0c03-41d4-a1b2-70ca8fdc7710,iPhone 14 Pro,Smartphones,7753,2,14/11/2023
8f067f40-6f7a-479f-a820-9b4ee92b9520,Smart TV LG 4K 55'',Eletrônicos,2613,11,03/11/2023
76e04447-b510-40aa-a9e9-dfc94a7f9931,Smart TV LG 4K 55'',Eletrônicos,2802,18,16/04/2023
d11fe452-128a-4b94-9416-cea3ba2f08c4,Câmera Canon,Fotografia,8873,19,05/07/2023
ba193b9d-be8c-4644-a326-d8759bf961fc,Teclado Mecânico Razer,Acessórios,644,5,24/07/2023
a9ef37da-fb34-40da-890b-af73724cf3ca,iPhone 14 Pro,Smartphones,7055,19,30/11/2023
28391467-4ed3-40ff-a47f-bea8fe934336,MacBook Air,Laptops,10318,9,15/01/2023
cf39a47e-0ca1-490a-bfcc-9dd100e2ef6c,Teclado Mecânico Razer,Acessórios,575,10,11/04/2023
a61dce59-9f79-4a4d-9914-480045fa5a9d,Teclado Mecânico Razer,Acessórios,668,2,30/08/2023
2e1bbe8d-7ee3-4a9c-8ff7-161140a19933,iPhone 14 Pro,Smartphones,7245,9,20/12/2023
6de3bd4b-8177-4c8b-9e76-9ee67a14b9f7,iPhone 14 Pro,Smartphones,7757,8,10/10/2023
873dab6b-37f1-4c51-9f42-4e3767b59d69,Mouse Razer,Acessórios,472,11,10/09/2023
d9d7e7ad-840a-4fc9-96b6-bf36589ad8e9,MacBook Air,Laptops,11310,7,11/05/2023
0c4e01b4-3790-4345-a8b4-0a1d5194784f,Teclado Mecânico Razer,Acessórios,622,15,07/01/2023
8cd26fae-8b7a-4e4d-b56d-d7c2629657e0,MacBook Air,Laptops,10558,13,04/09/2023
cbe854f7-bd2c-4f37-9811-037eddab4eac,Teclado Mecânico Razer,Acessórios,572,9,03/09/2023
e07d18fb-0a84-4e92-8f33-9685228f1528,MacBook Air,Laptops,10718,17,20/10/2023
2fd06832-2d73-4500-8fc3-058f3cb4c871,Caixa de Som JBL,Áudio,1839,8,20/05/2023
a9cadec6-e4b3-4c5c-9437-93b325756c82,Fone de Ouvido JBL,Áudio,367,4,18/10/2023
4188b4ec-d78f-40ea-a131-b3859f840d40,MacBook Air,Laptops,11295,7,29/08/2023
bae48b12-c118-4130-a82d-137b238ea60f,Teclado Mecânico Razer,Acessórios,525,13,19/11/2023
864b1d55-66c6-4119-abe5-1b52d8a6002a,Caixa de Som JBL,Áudio,1809,3,08/03/2023
7a1d36a5-3934-43b0-9dfb-ef029c9d18df,MacBook Air,Laptops,11727,18,10/10/2023
60e937f2-7e8a-4813-9db7-7868478c3a19,Câmera Canon,Fotografia,8503,4,15/01/2023
a6217f46-d24a-4615-a953-afbe47faaf51,Câmera Canon,Fotografia,8182,6,09/12/2023
f58c759f-2ea9-4f2d-b992-86ea3cbb45af,Mouse Razer,Acessórios,432,9,16/09/2023
394bcd9f-ac2b-4aa2-8cd9-c08effe95b8a,Notebook Dell,Laptops,4075,2,28/11/2023
5babd5b5-7688-4321-8bb4-be26cacbc0cc,Caixa de Som JBL,Áudio,1944,11,25/09/2023
02b7ecba-4559-48ce-847a-86d1fa2d1015,Caixa de Som JBL,Áudio,1536,19,11/10/2023
28110fa2-b045-4678-abaa-1b5fd1872307,Smart TV LG 4K 55'',Eletrônicos,2603,11,04/05/2023
d25b4386-6296-4777-ad1f-d0085af659d5,Fone de Ouvido JBL,Áudio,314,18,08/09/2023
8b14f569-bbae-4c44-a057-09243f1c3ff6,Notebook Dell,Laptops,4809,4,31/03/2023
245cc3bb-1afc-45a0-9291-1735ace5a533,Samsung Galaxy S23,Smartphones,4329,9,14/12/2023
ed413a5b-033a-4fcc-b4bd-7d3e007b418d,iPhone 14 Pro,Smartphones,7267,3,28/07/2023
45e16f86-6aab-47c7-aca1-9eee9a51ee75,Câmera Sony,Fotografia,6586,6,06/12/2023
47ed9441-b4a1-4149-becd-9a579edfdb78,Teclado Mecânico Razer,Acessórios,510,6,30/01/2023
3393d4b8-0785-414c-a93d-07e94a05218b,MacBook Air,Laptops,10494,19,05/12/2023
83bd0fcb-b976-42c1-b48c-d288a445aa34,Câmera Sony,Fotografia,6072,16,12/12/2023
56b2e7d8-7746-4b47-956c-27b7c1855291,Samsung Galaxy S23,Smartphones,4435,17,13/03/2023
f8caf78e-ea4b-4822-a1d9-21ed6c64bc36,Câmera Canon,Fotografia,8568,8,20/07/2023
7b3b0f1c-08f1-430b-aa5b-442dc423a306,Câmera Canon,Fotografia,8394,17,03/10/2023
9cd6b377-5167-4ff6-915e-61f2fd814485,Notebook Dell,Laptops,4403,11,03/07/2023
e3565944-6d9a-406a-8e74-f9982196adad,Teclado Mecânico Razer,Acessórios,605,13,04/03/2023
ad71e0b3-5b66-49a4-859b-da185747f0ea,Samsung Galaxy S23,Smartphones,4433,13,03/02/2023
8328d82a-52b5-49fb-9cc6-8fa9c7e8efd6,iPhone 14 Pro,Smartphones,7607,10,09/02/2023
d4fb53c2-9290-427d-978a-686d89817099,Smart TV LG 4K 55'',Eletrônicos,2981,3,11/05/2023
ae3ac31b-6849-4f43-a804-ffea223e97b4,Smart TV LG 4K 55'',Eletrônicos,2816,6,01/11/2023
4f1555c2-d65d-44cc-8a36-6438420b3b73,iPhone 14 Pro,Smartphones,7332,16,21/12/2023
39117bd2-43a9-47fc-8e39-9622994562d6,Câmera Sony,Fotografia,6078,13,06/09/2023
84f6a320-5bc5-427d-9c81-b55b5d86dbea,Samsung Galaxy S23,Smartphones,4453,12,11/01/2023
6ac6ad0b-0d0a-4972-b7ab-27705694ba86,Teclado Mecânico Razer,Acessórios,622,19,26/04/2023
672a85f4-cd5e-4bd7-8309-943f7ce4f33d,MacBook Air,Laptops,10562,2,03/02/2023
c881cdad-a44e-4de4-9e4c-42cc2591299c,Caixa de Som JBL,Áudio,1616,5,17/12/2023
576c1e07-7238-4e9d-87f2-39d27252451c,Mouse Razer,Acessórios,408,12,08/12/2023
f4657a47-8702-4fde-9993-d7ae1b5985ce,Caixa de Som JBL,Áudio,1928,11,12/10/2023
489115c9-68f4-4109-8d12-8629bd3a9292,Smart TV LG 4K 55'',Eletrônicos,2575,9,22/05/2023
27d3dca4-a069-4e13-93bb-29ef41b220d6,Caixa de Som JBL,Áudio,1568,7,22/12/2023
3a298d71-b1e2-4248-a890-2f5bfa51e188,Smart TV LG 4K 55'',Eletrônicos,2703,1,24/09/2023
b016d376-afea-4e69-886b-e3f95ed52438,iPhone 14 Pro,Smartphones,7938,18,21/09/2023
98e09c4e-6912-4828-b384-db7b7d859b2d,Caixa de Som JBL,Áudio,1538,8,20/09/2023
b7b9f28c-60e3-44f3-82a2-68e543b49698,Notebook Dell,Laptops,4057,17,10/06/2023
9791adc8-60a7-44c9-9b9e-03a9e6e84f46,Smart TV LG 4K 55'',Eletrônicos,2573,12,10/04/2023
bcdbb04d-71b3-4a40-9be9-788c44ca8903,Fone de Ouvido JBL,Áudio,325,19,30/11/2023
4899b281-3fa5-4c59-820c-657b34a14cb3,Smart TV LG 4K 55'',Eletrônicos,2859,5,27/07/2023
93de7446-87ac-49e2-9544-c0737958e5a5,Samsung Galaxy S23,Smartphones,4232,18,15/11/2023
240a3475-756a-4327-90b0-1038d577bdde,Smart TV LG 4K 55'',Eletrônicos,2916,10,20/05/2023
fbdbe3ad-13bb-4855-9caa-f2874e45f1f4,Mouse Razer,Acessórios,500,4,04/07/2023
1214dac0-de67-4636-8af1-f2b009a48358,Fone de Ouvido JBL,Áudio,368,4,19/09/2023
611d7bfe-7b4f-4eae-ac2f-96c43e05187e,Mouse Razer,Acessórios,419,8,23/11/2023
bfe67087-fd8a-4c0c-bde4-5c0741685454,Notebook Dell,Laptops,4315,3,31/05/2023
c844fb3c-9cd2-4b16-bf3a-f5ac5a5c6b3d,Caixa de Som JBL,Áudio,1968,16,12/11/2023
e205ad24-c6d4-43ce-9c93-3dd913e10578,Samsung Galaxy S23,Smartphones,4086,15,23/03/2023
444aba89-3e09-4905-8336-8c9588ae6c72,Câmera Canon,Fotografia,8557,18,03/11/2023
1e516259-c85c-4463-826e-53c35a75b3b2,Smart TV LG 4K 55'',Eletrônicos,2912,8,09/06/2023
b8d79c56-36cc-4362-bdd8-45f950d930c1,iPhone 14 Pro,Smartphones,7511,1,28/04/2023
50f10172-d909-4074-9a0d-5255f39df11e,Câmera Canon,Fotografia,8316,20,31/07/2023
d735d71a-4a91-485d-8386-687ba6d52136,MacBook Air,Laptops,10089,12,29/07/2023
799d9043-e55a-460c-8f6b-fb95da4f6305,Teclado Mecânico Razer,Acessórios,625,5,02/07/2023
6b1b10c6-4be8-44a0-a205-f351880502f0,Notebook Dell,Laptops,4564,18,18/06/2023
77e8beee-17ed-464e-8f6e-2fd0136d1aa4,Samsung Galaxy S23,Smartphones,4244,9,07/07/2023
07d845f5-9d4c-4223-beaf-f0155e0fc03a,Smart TV LG 4K 55'',Eletrônicos,2527,20,05/10/2023
e16623c1-8f69-4d59-88d2-050023b83475,Câmera Canon,Fotografia,8270,14,25/03/2023
4e8ce7f0-aa49-4bff-9939-56824ca69fd0,Notebook Dell,Laptops,4029,17,19/08/2023
b23af2d1-64c1-4e08-93c3-6a643fa31bb5,Câmera Sony,Fotografia,6074,4,19/07/2023
02f94cef-322b-4029-9bd9-6f373d373cc1,MacBook Air,Laptops,10505,5,07/05/2023
7790e10f-9882-4da3-866b-acc12ab9b378,Fone de Ouvido JBL,Áudio,330,19,25/09/2023
a23f437c-760e-4418-828f-fe65719aba27,Mouse Razer,Acessórios,439,11,06/02/2023
62a0f579-b296-4960-bfa5-194fa7dba814,Câmera Sony,Fotografia,6310,9,26/05/2023
54087b1f-0ab2-43f8-a99d-dbd6d92486ca,Mouse Razer,Acessórios,500,10,23/01/2023
01511ee6-2bd4-492a-9175-78e1fddd0b53,Câmera Sony,Fotografia,6375,2,03/02/2023
642a737c-293d-4029-a112-c57c6572a7d4,Mouse Razer,Acessórios,435,16,22/07/2023
6028cf40-6f4b-4644-b6f9-c439821e8513,Câmera Sony,Fotografia,6664,13,06/05/2023
e5156473-bfcd-4401-bc97-a03ead61f16b,iPhone 14 Pro,Smartphones,7277,6,09/09/2023
98c5df18-696d-4ac5-b231-e7ffaec2f19a,Notebook Dell,Laptops,4110,5,16/07/2023
0e74d117-d98e-4ece-abdc-780e483a2f5d,Mouse Razer,Acessórios,474,9,15/05/2023
96f324e0-9e7e-458b-b2e0-5d088df1c92b,Fone de Ouvido JBL,Áudio,320,2,07/05/2023
ed5a7fc1-77d7-42d2-bf17-4e26d98ac98f,Câmera Canon,Fotografia,8842,1,01/02/2023
0180735b-235e-4094-95e4-bca093b2dc25,Smart TV LG 4K 55'',Eletrônicos,2805,17,20/02/2023
135c02f1-eb0f-4432-9d83-39284bc53ebb,Fone de Ouvido JBL,Áudio,384,1,16/02/2023
15a253bd-6e19-4fd1-b4c9-222008394a2f,Câmera Sony,Fotografia,6532,4,10/05/2023
4b0a5500-62ce-478e-808f-84c687b7db04,Mouse Razer,Acessórios,405,6,14/07/2023
19c8a18d-fb7e-4d80-be2a-7ac6b0ef0858,Smart TV LG 4K 55'',Eletrônicos,2791,9,12/03/2023
3605a729-562a-43aa-b79e-f2652bd7eb86,Samsung Galaxy S23,Smartphones,4455,6,25/09/2023
96b58acf-b8fc-4f3c-a933-65d5b28b497a,iPhone 14 Pro,Smartphones,7995,9,18/12/2023
52e6719e-b7d7-451b-9917-14b9342fd94a,Smart TV LG 4K 55'',Eletrônicos,2927,6,13/07/2023
46db1f03-ef53-4b72-9a90-d8050a9cc8dc,Notebook Dell,Laptops,4598,5,03/04/2023
fcd1b97a-61e1-406b-bb4c-9eea73752e7a,MacBook Air,Laptops,10727,16,23/01/2023
cf5a42f6-ffdd-463e-bf06-74ec73f1be5a,Teclado Mecânico Razer,Acessórios,690,19,15/01/2023
36688f97-f698-4898-b90c-ea5c3de8e083,Smart TV LG 4K 55'',Eletrônicos,2782,12,12/08/2023
d91c8b40-3316-47ac-919e-d4de23d97ca7,iPhone 14 Pro,Smartphones,7114,16,05/04/2023
2b46da49-2798-4e4e-993a-228fc05260fc,Teclado Mecânico Razer,Acessórios,636,14,28/08/2023
44f4721b-25df-441a-9b50-68c945625ab0,Caixa de Som JBL,Áudio,1637,9,19/12/2023
4c762775-8263-4894-a916-0fc466b69bec,Samsung Galaxy S23,Smartphones,4046,11,02/09/2023
4c08f527-5ac2-4606-baad-2c47eb3cab61,MacBook Air,Laptops,10023,5,12/12/2023
